web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,image labels,REPLACED_LABELS,"Team, sport, group activities","Enviromental attributes (recreational, fun, activities)","Product, brand attributes","Face, Skin, human expressions",goal,Raised,people,time,updates,updates-href,createdby,today,days,shares,people
1543706704-757,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/3kae4-hair-shave-for-charity,https://d2g8igdw686xgo.cloudfront.net/27929746_15193234550_r.jpeg,people facial expression person day smile shoulder fun child boy standing,people  people  expression  people  day  people  shoulder fun  people  boy standing,0.733870968,0.25,0.008064516,0.008064516,254,947,51,Raised by 51 people in 9 months,0,,22-Feb-18,5-Dec-18,285,194,1
1543707205-940,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/schoolonwheelsomdecharitybowl,https://d2g8igdw686xgo.cloudfront.net/27903900_1519235826.48.jpg,red computer wallpaper graphics symmetry,red computer wallpaper graphics symmetry,0.018518519,0.018518519,0.944444444,0.018518519,2500,1874,42,Raised by 42 people in 9 months,0,,21-Feb-18,5-Dec-18,286,51,0
1543705488-307,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/baby-freddies-charity,https://d2g8igdw686xgo.cloudfront.net/27901620_15192294780_r.jpeg,eyebrow face cheek child nose skin lip infant forehead chin, people  face  people   people   people  skin  people  infant  people   people ,0.009615385,0.971153846,0.009615385,0.009615385,127,1295,54,Raised by 54 people in 9 months,0,,21-Feb-18,5-Dec-18,286,323,1
1543706836-807,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-body-transformation,https://d2g8igdw686xgo.cloudfront.net/27897432_15192079230_r.jpeg,male physical fitness muscle team barechestedness leisure fun competition recreation sport venue,male physical fitness muscle team barechestedness leisure fun competition recreation sport venue,0.169354839,0.008064516,0.411290323,0.411290323,1270,1829,18,Raised by 18 people in 9 months,0,,21-Feb-18,5-Dec-18,286,64,0
1543706266-589,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/xwrtv-ben-nevis-charity-climb,https://d2g8igdw686xgo.cloudfront.net/27880940_15191573170_r.jpeg,mountainous landforms mountain ridge sky arête mountain range highland fell rock geological phenomenon,mountainous landforms mountain ridge sky arête mountain range highland fell rock geological phenomenon,0.018518519,0.203703704,0.759259259,0.018518519,1270,171,12,Raised by 12 people in 9 months,0,,20-Feb-18,5-Dec-18,287,173,0
1543707293-973,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/3peaks2018,https://d2g8igdw686xgo.cloudfront.net/27871636_15191990570_r.jpg,ridge highland mountainous landforms mountain fell nature reserve mount scenery hill station arête hill,ridge highland mountainous landforms mountain fell nature reserve mount scenery hill station arête hill,0.009615385,0.009615385,0.971153846,0.009615385,1016,1285,68,Raised by 68 people in 9 months,5,https://www.gofundme.com/3peaks2018#updates,20-Feb-18,5-Dec-18,287,315,0
1543705426-289,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-hair-cut-for-ethan-hunt,https://d2g8igdw686xgo.cloudfront.net/27853574_1519070020.1882.jpg,person facial expression black and white nose monochrome photography hairstyle forehead emotion smile chin, people   people  expression black and white  people  monochrome photography  ﻿people style  people  emotion  people   people ,0.008064516,0.008064516,0.008064516,0.975806452,762,775,61,Raised by 61 people in 9 months,0,,19-Feb-18,5-Dec-18,288,261,1
1543705917-460,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/waxcharityweek,https://d2g8igdw686xgo.cloudfront.net/27807290_1518874024.6962.png,text font logo product brand graphic design graphics,text font logo product brand graphic design graphics,0.875,0.041666667,0.041666667,0.041666667,1270,635,33,Raised by 33 people in 9 months,2,https://www.gofundme.com/waxcharityweek#updates,17-Feb-18,5-Dec-18,290,37,0
1543706037-502,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/6zmrb8-skydiving-for-charity,https://d2g8igdw686xgo.cloudfront.net/27806634_1518865493.3781.jpg,photograph woman suit man bride flower wedding gown event groom,photograph wo people  suit  people  bride flower wedding gown event groom,0.096491228,0.359649123,0.535087719,0.00877193,508,446,19,Raised by 19 people in 9 months,0,,17-Feb-18,5-Dec-18,290,105,1
1543705319-257,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/pedrazaadoptionfund,https://d2g8igdw686xgo.cloudfront.net/27732782_1518583117.4918.jpg,0,0, , , , ,4000,4615,170,Raised by 170 people in 9 months,3,https://www.gofundme.com/pedrazaadoptionfund#updates,15-Feb-18,5-Dec-18,292,61,0
1543705867-442,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/55dn8lk,https://d2g8igdw686xgo.cloudfront.net/27745450_15186381800_r.jpg,hair face pink eyebrow skin human hair color forehead hairstyle nose cheek, ﻿people  face pink  people  skin  people   ﻿people  color  people   ﻿people style  people   people ,0.011904762,0.011904762,0.845238095,0.130952381,254,343,26,Raised by 26 people in 9 months,0,,14-Feb-18,5-Dec-18,293,111,1
1543704938-143,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/whistle-charity,"https://d2g8igdw686xgo.cloudfront.net/27617470_1518180637,6943.jpg",people child community youth senior citizen family fun student grandparent father,people  people  community youth senior citizen  people  fun student grandparent father,0.009615385,0.009615385,0.586538462,0.394230769,1130,780,35,Raised by 35 people in 9 months,0,,14-Feb-18,5-Dec-18,293,85,1
1543705150-206,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/2018-jabins-march-madness-charity,https://d2g8igdw686xgo.cloudfront.net/27739252_1518623454.8863.jpg,basketball moves basketball player basketball sports team sport slam dunk ball game player championship games,basketball moves basketball player basketball sports team sport slam dunk ball game player championship games,0.455223881,0.529850746,0.007462687,0.007462687,2000,1340,56,Raised by 56 people in 9 months,0,,14-Feb-18,5-Dec-18,293,49,0
1543705392-279,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-swift-medical-fund,https://d2g8igdw686xgo.cloudfront.net/27724950_15185653500_r.jpeg,hair facial hair beard chin selfie forehead fun interaction smile organ, ﻿people   people   ﻿people  beard  people  selfie  people  fun interaction  people  organ,0.814516129,0.008064516,0.008064516,0.169354839,100000,6300,58,Raised by 58 people in 9 months,0,,13-Feb-18,5-Dec-18,294,285,1
1543706128-536,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/onelife-charity,https://d2g8igdw686xgo.cloudfront.net/27698798_1518480095.6911.jpg,blue structure team mural recreation sport venue organization tourism,blue structure team mural recreation sport venue organization tourism,0.00877193,0.00877193,0.973684211,0.00877193,50000,879,40,Raised by 40 people in 9 months,23,https://www.gofundme.com/onelife-charity#updates,12-Feb-18,5-Dec-18,295,1.3,0
1543706530-689,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/steven-stephkilimanjaro,https://d2g8igdw686xgo.cloudfront.net/27685708_153841443289025_r.jpg,mountainous landforms outdoor recreation mountain range adventure mountain mountaineering vehicle backpacking recreation tourism,mountainous landforms outdoor recreation mountain range adventure mountain mountaineering vehicle backpacking recreation tourism,0.201923077,0.009615385,0.682692308,0.105769231,6350,4077,105,Raised by 105 people in 9 months,15,https://www.gofundme.com/steven-stephkilimanjaro#updates,12-Feb-18,5-Dec-18,295,244,0
1543706650-736,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/g585ku-millies-haircut-for-charity,https://d2g8igdw686xgo.cloudfront.net/27666238_1518378260.939.jpg,hair human hair color hairstyle hair coloring long hair flooring brown hair wood floor wood stain, ﻿people   people   ﻿people  color  ﻿people style  ﻿people  coloring long  ﻿people  flooring brown  ﻿people  wood floor wood stain,0.488095238,0.011904762,0.011904762,0.488095238,127,305,15,Raised by 15 people in 9 months,6,https://www.gofundme.com/g585ku-millies-haircut-for-charity#updates,11-Feb-18,5-Dec-18,296,66,1
1543707266-963,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/bfm-24hour-charity-livestream,https://d2g8igdw686xgo.cloudfront.net/27660938_1518462247.2763.png,text font technology product design graphic design line pattern material brand,text font technology product design graphic design line pattern material brand,0.008064516,0.975806452,0.008064516,0.008064516,339,396,27,Raised by 27 people in 9 months,0,,11-Feb-18,5-Dec-18,296,69,0
1543705819-425,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/senior-airman-metsker-charity-fund,https://d2g8igdw686xgo.cloudfront.net/27653946_15183172660_r.jpeg,army soldier military military uniform headgear forehead military officer cap military person non commissioned officer,army soldier military military uniform  people gear  people  military officer cap military  people  non commissioned officer,0.008064516,0.008064516,0.491935484,0.491935484,4000,3850,70,Raised by 70 people in 9 months,3,https://www.gofundme.com/senior-airman-metsker-charity-fund#updates,10-Feb-18,5-Dec-18,297,352,1
1543705910-457,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/efb5nu-double-lung-transplant,https://d2g8igdw686xgo.cloudfront.net/27614858_15181576320_r.jpeg,face person black facial expression nose smile black and white emotion eyebrow head,face  people  black  people  expression  people   people  black and white emotion  people   people ,0.328125,0.171875,0.015625,0.484375,50000,4762,56,Raised by 56 people in 9 months,5,https://www.gofundme.com/efb5nu-double-lung-transplant#updates,9-Feb-18,5-Dec-18,298,528,1
1543704539-25,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/astins-birthday-wish,https://d2g8igdw686xgo.cloudfront.net/27626816_15182093880_r.jpeg,glasses eyewear vision care fashion accessory headgear sunglasses girl hair accessory cool headpiece,glasses  glasses  vision  vehicle e fashion accessory  people gear sunglasses  people   ﻿people  accessory cool  people piece,0.010638298,0.010638298,0.010638298,0.968085106,500,500,13,Raised by 13 people in 9 months,0,,9-Feb-18,5-Dec-18,298,31,1
1543706180-556,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/breast-brigade-charity-fund,https://d2g8igdw686xgo.cloudfront.net/27615136_15181697630_r.jpeg,text pink skin beauty font product product line logo brand,text pink skin beauty font product product line logo brand,0.010638298,0.010638298,0.010638298,0.968085106,10800,5762,75,Raised by 75 people in 9 months,0,,9-Feb-18,5-Dec-18,298,144,0
1543704659-59,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/dashboard-gambia-ramadan-charity-dinner2018-share-editlink-m,,#N/A,#N/A, , , , ,20000,2249,29,Raised by 29 people in 9 months,3,https://www.gofundme.com/dashboard-gambia-ramadan-charity-dinner2018-share-editlink-m#updates,8-Feb-18,5-Dec-18,299,307,0
1543706145-543,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/troy-athens-fund-raiser,https://d2g8igdw686xgo.cloudfront.net/27593780_1518105252.2366.jpg,people vertebrate vacation fun water tourism tree recreation vehicle travel,people vertebrate vacation fun water tourism tree recreation vehicle travel,0.008064516,0.733870968,0.25,0.008064516,5000,2175,41,Raised by 41 people in 9 months,1,https://www.gofundme.com/troy-athens-fund-raiser#updates,8-Feb-18,5-Dec-18,299,100,1
1543706590-713,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/haircut-for-charity-help-me,https://d2g8igdw686xgo.cloudfront.net/27562660_1518014011.1783.jpg,chin nose eyebrow facial hair cheek forehead neck jaw ear beard, people   people   people   people   ﻿people   people   people  neck jaw ear beard,0.824324324,0.013513514,0.013513514,0.148648649,381,476,20,Raised by 20 people in 9 months,0,,7-Feb-18,5-Dec-18,300,31,1
1543705268-242,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/n88hz-charity-head-shave,https://d2g8igdw686xgo.cloudfront.net/27580226_15180493390_r.jpeg,green text product font logo brand grass product graphics label,green text product font logo brand grass product graphics label,0.009615385,0.009615385,0.971153846,0.009615385,635,1429,67,Raised by 67 people in 9 months,1,https://www.gofundme.com/n88hz-charity-head-shave#updates,7-Feb-18,5-Dec-18,300,192,0
1543707306-978,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/midwifery-society-charity-giving,https://d2g8igdw686xgo.cloudfront.net/27421246_1518035347.1056.png,pink text product font magenta logo graphics brand product,pink text product font magenta logo graphics brand product,0.798245614,0.184210526,0.00877193,0.00877193,2540,889,57,Raised by 57 people in 9 months,4,https://www.gofundme.com/midwifery-society-charity-giving#updates,7-Feb-18,5-Dec-18,300,266,0
1543705582-342,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/rc8rm8-skydive-for-jigsaw,https://d2g8igdw686xgo.cloudfront.net/27569764_1518037830.808.jpg,eyewear face glasses nose vision care head hairstyle forehead chin product, glasses  face glasses  people  vision  vehicle e  people   ﻿people style  people   people  product,0.00877193,0.00877193,0.00877193,0.973684211,565,339,17,Raised by 17 people in 9 months,0,,7-Feb-18,5-Dec-18,300,56,1
1543706045-505,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/7a6h9h-charity-haircut,https://d2g8igdw686xgo.cloudfront.net/27562136_15185512760_r.jpg,black and white gentleman standing fashion outerwear monochrome photography monochrome joint product,black and white gentle people  standing fashion outerwear monochrome photography monochrome joint product,0.010638298,0.64893617,0.117021277,0.223404255,254,191,11,Raised by 11 people in 9 months,0,,7-Feb-18,5-Dec-18,300,24,1
1543707177-931,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/tates-charity-haircut,https://d2g8igdw686xgo.cloudfront.net/27336962_1517240183.7852.jpg,hair face eyebrow human hair color nose hairstyle girl chin beauty blond, ﻿people  face  people   people   ﻿people  color  people   ﻿people style  people   people  beauty blond,0.088709677,0.89516129,0.008064516,0.008064516,635,1060,41,Raised by 41 people in 10 months,3,https://www.gofundme.com/tates-charity-haircut#updates,4-Feb-18,5-Dec-18,303,198,1
